GOI_Mean	GOI_p_adj_paired_wilcoxon	Control_Mean	Control_p_adj_paired_wilcoxon	F_score	Accuracy	PR_AUC	ROC_AUC	GOI_cv	Control_cv	BG_FGES	Alt_FGES	FGES_source
8229.018746024207	0.007433997253645416	3284.193987142984	0.0	0.9975514696199186	0.9975481611208407	1.0	1.0	0.08149545930415945	0.32687999808825274	Main4_B_cells	TRAVAGLINI_LUNG_B_CELL	MSigDb_Single_Cell
6082.843030093154	5.7602224444819135e-84	1765.5499753866716	0.0	0.9973767511930254	0.9973730297723293	0.9999980893393132	0.999995670995671	0.13333248288493826	0.3408313859521905	Main4_B_cells	B_CELLS_NOVERSHTERN_2_XCELL	xCell
8145.053742576748	1.0	-2136.0045339233516	1.0	0.9973762028945081	0.9973730297723293	0.9999967993719572	0.999992784992785	0.0871628287346037	0.5300207648170234	Main4_B_cells	Main4_B_cells	Internal
7283.3052258525795	1.937829428224025e-76	3360.3197645204814	0.0	0.9972020327661321	0.9971978984238179	1.0	1.0	0.10865589306880377	0.31780225332831546	Main4_B_cells	GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP	MSigDb_Dif_Expression
5335.4576791741	5.7602224444819135e-84	-2163.600558845406	0.22519395386687754	0.9972009293781767	0.9971978984238179	0.999928572135387	0.9998571428571429	0.1820889618252259	0.5042523338507707	Main4_B_cells	CLASS_SWITCHED_MEMORY_B_CELLS_NOVERSHTERN_1_XCELL	xCell
7160.363760828349	3.674277850970771e-82	3841.632634103445	0.0	0.9970286397593867	0.9970227670753065	0.9999885791515141	0.9999740259740258	0.11956490619100682	0.31901428276524146	Main4_B_cells	GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP	MSigDb_Dif_Expression
7426.659426610537	1.1287240974168433e-68	3332.237269933895	0.0	0.9970275834282493	0.9970227670753065	0.9999987246118037	0.9999971139971141	0.10501762555170754	0.31954572327698344	Main4_B_cells	GSE29618_BCELL_VS_MONOCYTE_UP	MSigDb_Dif_Expression
7113.654177052533	2.221225427586424e-81	3250.5519636942363	0.0	0.9970275834282493	0.9970227670753065	1.0	1.0	0.1160308629181934	0.32988569063150947	Main4_B_cells	GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	MSigDb_Dif_Expression
7361.20451361891	4.1947212454412876e-62	3194.453704685552	0.0	0.9970273143392389	0.9970227670753065	1.0	1.0	0.08597290243517651	0.2779101678922855	Main4_B_cells	B_CELLS_HPCA_1_XCELL	xCell
7624.043261230281	1.4613094422429363e-52	78.26731798808821	0.0	0.9968533981624859	0.9968476357267951	0.9999980909334472	0.999995670995671	0.10681704445559079	0.4499382916732991	Main4_B_cells	NAIVE_B_CELLS_BLUEPRINT_2_XCELL	xCell
7013.476782456458	4.511854315999184e-81	2351.3247847787566	0.0	0.9968523217630869	0.9968476357267951	0.99999617221278	0.9999913419913419	0.11282874593996725	0.3513790451004521	Main4_B_cells	NAIVE_B_CELLS_HPCA_3_XCELL	xCell
5878.488975409847	5.7602224444819135e-84	1300.668419246816	0.0	0.9968520307024111	0.9968476357267951	0.9999903670278568	0.9999783549783551	0.15564942257307265	0.3676395354323135	Main4_B_cells	B_CELLS_NOVERSHTERN_1_XCELL	xCell
7798.0999378164515	1.605720266624789e-42	-1221.391088802115	0.0	0.9966778724252039	0.9966725043782837	0.9999974475969099	0.999994227994228	0.11490354949047735	0.5175954265310498	Main4_B_cells	B_CELLS_NIRMAL	Nirmal
